,scientificName,name
24311,Leptaulus madagascariensis,Angotonala
24312,Lepthoplosternum altamazonicum,shirui
24313,Lepthoplosternum beni,shirui
24314,Lepthoplosternum tordilho,Tamboatá
24315,Leptidea reali,Real's Wood White
24316,Leptobarbus rubripinna,Saltan Fish
24317,Leptobasis lucifer,Lucifer Swampdamsel
24318,Leptobasis melinogaster,Cream-tipped Swampdamsel
24319,Leptobasis vacillans,Red-tipped Swampdamsel
24320,Leptobotia elongata,Elongate Loach
24321,Leptobrachella alpina,高山掌突蟾
24322,Leptobrachella applebyi,Appleby's Leaf-litter Toad
24323,Leptobrachella arayai,Kinabalu Slender Litter Frog
24324,Leptobrachella baluensis,Katak-jangkrik Kinabalu
24325,Leptobrachella crocea,Orange-bellied leaf-litter toad
24326,Leptobrachella dringi,Dring's Asian Toad
24327,Leptobrachella fritinniens,Twittering Litter Frog
24328,Leptobrachella gracilis,Slender Litter Frog
24329,Leptobrachella hamidi,White-bellied Slender Litter Frog
24330,Leptobrachella juliandringi,Dring's Dwarf Litter Frog
24331,Leptobrachella kajangensis,Kajang Slender Litter Frog
24332,Leptobrachella maura,Montane Slender Litter Frog
24333,Leptobrachella melica,Musical leaf-litter toad
24334,Leptobrachella mjobergi,Mjoberg's Dwarf Litter Frog
24335,Leptobrachella natunae,Natuna Borneo Frog
24336,Leptobrachella oshanensis,Oshan Metacarpal-tubercled Toad
24337,Leptobrachella picta,Katak-ramping Bintik
24338,Leptobrachella platycephala,White-headed Litter Frog
24339,Leptobrachella purpura,Purplish-brown Leaf Litter Toad
24340,Leptobrachella purpuraventra,Purple-bellied Leaf Litter Toad
24341,Leptobrachella serasanae,Striped Dwarf Litter Frog
24342,Leptobrachella tengchongensis,Tengchong Leaf Litter Toad
24343,Leptobrachella wuhuangmontis,Mt. Wuhuang’s Leaf Litter Toad
24344,Leptobrachella yingjiangensis,Yingjiang Leaf Litter Toad
24345,Leptobrachella yunkaiensis,Yunkai Mountain’s Leaf Litter Toad
24346,Leptobrachium abbotti,Abbott’s Litter Frog
24347,Leptobrachium ailaonicum,哀牢髭蟾
24348,Leptobrachium boringii,峨眉髭蟾
24349,Leptobrachium chapaense,Chapa Spadefoot Toad
24350,Leptobrachium hainanense,海南拟髭蟾
24351,Leptobrachium hasseltii,Java Spadefoot Toad
24352,Leptobrachium hendricksoni,Katak-serasah Mata-bara
24353,Leptobrachium huashen,华深拟髭蟾
24354,Leptobrachium leishanense,Leishan Spiny Toad
24355,Leptobrachium liui,崇安髭蟾
24356,Leptobrachium lumadorum,Mindanao Litter Frog
24357,Leptobrachium mangyanorum,Mindoro Litter Frog
24358,Leptobrachium montanum,Montane Litter Frog
24359,Leptobrachium nigrops,Singapore Spadefoot Toad
24360,Leptobrachium promustache,原髭蟾
24361,Leptobrachium smithi,Smith's Litter Frog
24362,Leptobrachium tagbanorum,Palawan Litter Frog
24363,Leptobrachium waysepuntiense,Blue-eyed Litter Frog
24364,Leptocereus assurgens,Pitahaya
24365,Leptocereus leonii,Pitahaya
24366,Leptocharias smithii,Barbeled Houndshark
24367,Leptochilichthys agassizii,Agassiz's Smooth-head
24368,Leptochilichthys microlepis,Smallscale Smoothhead
24369,Leptochilichthys pinguis,Vaillant's Smoothhead
24370,Leptochloa ginae,Lkhafor
24371,Leptochloa neesii,Umbrella Canegrass
24372,Leptochloa panicea,Mucronate Sprangletop 
24373,Leptocoma aspasia,Black Sunbird
24374,Leptocoma brasiliana,Maroon-bellied Sunbird
24375,Leptocoma calcostetha,Copper-throated Sunbird
24376,Leptocoma juliae,Orange-lined Sunbird
24377,Leptocoma minima,Crimson-backed Sunbird
24378,Leptocoma sperata,Purple-throated Sunbird
24379,Leptocoma zeylonica,Purple-rumped Sunbird
24380,Leptocottus armatus,Pacific Staghorn Sculpin
24381,Leptocypris niloticus,Nile Minnow
24382,Leptodactylodon albiventris,Whitebelly Egg Frog
24383,Leptodactylodon bicolor,Mountain Egg Frog
24384,Leptodactylodon boulengeri,Boulenger's Egg Frog
24385,Leptodactylodon erythrogaster,Redbelly Egg Frog
24386,Leptodactylodon mertensi,Mertens' Egg Frog
24387,Leptodactylodon ornatus,Ornate Egg Frog
24388,Leptodactylodon ovatus,Cameroon Egg Frog
24389,Leptodactylodon perreti,Perret's Egg Frog 
24390,Leptodactylodon polyacanthus,African Egg Frog
24391,Leptodactylodon ventrimarmoratus,Speckled Egg Frog
24392,Leptodactylus bolivianus,Bolivian White-lipped Frog
24393,Leptodactylus fallax,Mountain Chicken
24394,Leptodactylus fragilis,American White Lipped Frog
24395,Leptodactylus furnarius,Potter Foam Frog
24396,Leptodactylus fuscus,Rufous Frog
24397,Leptodactylus knudseni,Knudsen's Frog
24398,Leptodactylus labrosus,Rana Terrestre Labiosa
24399,Leptodactylus labyrinthicus,Labyrinth Frog
24400,Leptodactylus melanonotus,Sabinal Frog
24401,Leptodactylus mystaceus,Basin White-lipped Frog
24402,Leptodactylus pascoensis,Hualo
24403,Leptodactylus pentadactylus,South American Bullfrog
24404,Leptodactylus petersii,Peters' Thin-toed Frog
24405,Leptodactylus podicipinus,Pointedbelly Frog
24406,Leptodactylus poecilochilus,Turbo White-lipped Frog
24407,Leptodactylus rhodomystax,Loreto White-lipped Frog
24408,Leptodactylus rhodonotus,Peru White-lipped Frog 
24409,Leptodactylus savagei,Savage's Thin-toed Frog
24410,Leptodactylus silvanimbus,Honduras White-lipped Frog
24411,Leptodactylus stenodema,San Jose White-lipped Frog
24412,Leptodactylus wagneri,Wagner's White-lipped Frog
24413,Leptodea fragilis,Fragile Papershell
24414,Leptodeira annulata,Banded Cat-eyed Snake
24415,Leptodeira bakeri,Baker's Cat-eyed Snake
24416,Leptodeira frenata,Rainforest Cat-eyed Snake
24417,Leptodeira maculata,Southwestern Cat-eyed Snake
24418,Leptodeira nigrofasciata,Black-banded Cat-eyed Snake
24419,Leptodeira punctata,Western Cat-eyed Snake
24420,Leptodeira septentrionalis,Northern Cat-eyed Snake
24421,Leptodeira splendida,Splendid Cat-eyed Snake
24422,Leptodeira uribei,Uribe's False Cat-eyed Snake
24423,Leptoderma macrops,Grenadier Smooth-head
24424,Leptodon cayanensis,Grey-headed Kite
24425,Leptodon forbesi,White-collared Kite
24426,Leptodrymus pulcherrimus,Striped Lowland Snake
24427,Leptogium rivulare,Flooded Jellyskin Lichen
24428,Leptogomphus yayeyamensis,Himehoso-sanae
24429,Leptoichthys fistularius,Brushtail pipefish
24430,Leptolucania ommata,Pygmy Killifish
24431,Leptomicrurus collaris,Guyana Blackback Coral Snake
24432,Leptomyrina lara,Cape Black-eye
24433,Leptomys arfakensis,Arfak Mountain Leptomys
24434,Leptomys elegans,Large Leptomys
24435,Leptomys ernstmayri,Ernst Mayr's Leptomys
24436,Leptomys paulus,Small Leptomys
24437,Leptomys signatus,Fly River Leptomys
24438,Leptonotus blainvilleanus,Deep-bodied Pipefish
24439,Leptonotus elevatus,Pipefish
24440,Leptonotus norae,Longsnout pipefish
24441,Leptonychotes weddellii,Weddell Seal
24442,Leptonycteris nivalis,Greater Long-nosed Bat
24443,Leptonycteris yerbabuenae,Lesser Long-nosed Bat
24444,Leptopelis anebos,Young Itombwe Forest Treefrog
24445,Leptopelis gramineus,Badditu Forest Treefrog
24446,Leptopelis grandiceps,Large Headed Forest Treefrog
24447,Leptopelis jordani,Congulu Forest Treefrog
24448,Leptopelis mackayi,Mackay's Forest Treefrog
24449,Leptopelis macrotis,Big-eyed Forest Treefrog
24450,Leptopelis marginatus,Quissange Forest Tree Frog
24451,Leptopelis modestus,Modest Forest Treefrog
24452,Leptopelis mossambicus,Mozambique Tree Frog
24453,Leptopelis natalensis,Natal Tree Frog 
24454,Leptopelis occidentalis,Tai Forest Treefrog
24455,Leptopelis palmatus,Palm Forest Treefrog
24456,Leptopelis ragazzii,Shoa Forest Treefrog
24457,Leptopelis rufus,Red Treefrog
24458,Leptopelis susanae,Susana's Forest Treefrog
24459,Leptopelis vannutellii,Dime Forest Treefrog
24460,Leptopelis vermiculatus,Amani Forest Treefrog
24461,Leptopelis xenodactylus,Weza Forest Tree Frog
24462,Leptopelis yaldeni,Yalden's Tree Frog
24463,Leptoperla cacuminis,Mount Kosciusko Wingless Stonefly
24464,Leptophilypnus fluviatilis,Freshwater Sleeper Goby
24465,Leptophis ahaetulla,Parrot Snake
24466,Leptophis coeruleodorsus,Oliver’s Parrot Snake
24467,Leptophis cupreus,Copper Parrot Snake
24468,Leptophis depressirostris,Cope's Parrot Snake
24469,Leptophis diplotropis,Pacific Coast Parrot Snake
24470,Leptophis mexicanus,Mexican Parrot Snake
24471,Leptophis modestus,Cloud Forest Parrot Snake
24472,Leptophis nebulosus,Oliver's Parrot Snake
24473,Leptophis riveti,Despax's Parrot Snake
24474,Leptophryne borbonica,Hourglass Toad
24475,Leptophryne cruentata,Bleeding Toad
24476,Leptophyes asamo,Bosnian Speckled Bush-cricket
24477,Leptophyes boscii,Balkan Speckled Bush-cricket
24478,Leptophyes calabra,Calabrian Speckled Bush-cricket
24479,Leptophyes discoidalis,Blackwing Speckled Bush-cricket
24480,Leptophyes intermedia,Montenegrin Speckled Bush-cricket
24481,Leptophyes laticauda,Long-tailed Speckled Bush-cricket
24482,Leptophyes lisae,Greek Speckled Bush-cricket
24483,Leptophyes punctatissima,Common Speckled Bush-cricket
24484,Leptophyes sicula,Sicilian Speckled Bush-cricket
24485,Leptopoecile elegans,Crested Tit-warbler
24486,Leptopoecile sophiae,White-browed Tit-warbler
24487,Leptopogon albidiventer,White-bellied Flycatcher
24488,Leptopogon amaurocephalus,Sepia-capped Flycatcher
24489,Leptopogon rufipectus,Rufous-breasted Flycatcher
24490,Leptopogon superciliaris,Slaty-capped Flycatcher
24491,Leptopogon taczanowskii,Inca Flycatcher
24492,Leptopterus chabert,Chabert Vanga
24493,Leptoptilos crumenifer,Marabou
24494,Leptoptilos dubius,Greater Adjutant
24495,Leptoptilos javanicus,Lesser Adjutant
24496,Leptoscarus vaigiensis,Marbled Parrotfish
24497,Leptoscirtus herero,Herero Desert Grasshopper
24498,Leptoseps osellai,Osella’s Skink
24499,Leptosiaphos blochmanni,Zaire Three-toed Skink
24500,Leptosiaphos rhomboidalis,Udzungwa Five-toed Skink
24501,Leptosittaca branickii,Golden-plumed Parakeet
24502,Leptosolena haenkei,Banai
24503,Leptosomus discolor,Cuckoo Roller
24504,Leptostomias gladiator,Scaleless Dragonfish
24505,Leptostomias leptobolus,Thin-barbeled Dragonfish
24506,Leptostomias macronema,Long-threaded Dragonfish
24507,Leptoteratura jona,Kunigami Tree Bush-cricket
24508,Leptotila battyi,Brown-backed Dove
24509,Leptotila cassinii,Grey-chested Dove
24510,Leptotila conoveri,Tolima Dove
24511,Leptotila jamaicensis,Caribbean Dove
24512,Leptotila megalura,Yungas Dove
24513,Leptotila ochraceiventris,Ochre-bellied Dove
24514,Leptotila pallida,Pallid Dove
24515,Leptotila plumbeiceps,Grey-headed Dove
24516,Leptotila rufaxilla,Grey-fronted Dove
24517,Leptotila verreauxi,White-tipped Dove
24518,Leptotila wellsi,Grenada Dove
24519,Leptotrygon veraguensis,Olive-backed Quail-dove
24520,Leptotyphlops distanti,Distant's Thread Snake
24521,Leptotyphlops filiformis,Socotra Island Blind Snake
24522,Leptotyphlops howelli,Howell’s Worm Snake
24523,Leptotyphlops jacobseni,Jacobsen's Thread Snake
24524,Leptotyphlops keniensis,Mount Kenya Worm Snake
24525,Leptotyphlops macrops,Goggle-eyed Worm Snake
24526,Leptotyphlops macrurus,Boulenger's Blind Snake
24527,Leptotyphlops mbanjensis,Mbanja Worm Snake
24528,Leptotyphlops nigricans,Black Thread Snake
24529,Leptotyphlops pembae,Pemba Worm Snake
24530,Leptotyphlops sylvicolus,Forest Thread Snake
24531,Leptotyphlops telloi,Tello's Thread Snake
24532,Leptotyphlops wilsoni,Wilson's Blind Snake
24533,Leptoxis ampla,Round Rocksnail
24534,Leptoxis carinata,Crested Mudalia
24535,Leptoxis clipeata,Agate Rocksnail
24536,Leptoxis compacta,Oblong Rocksnail
24537,Leptoxis foremanii,Interrupted Rocksnail
24538,Leptoxis formosa,Maiden Rocksnail
24539,Leptoxis ligata,Rotund Rocksnail
24540,Leptoxis lirata,Lyrate Rocksnail
24541,Leptoxis minor,Knob Mudalia
24542,Leptoxis occultata,Bigmouth Rocksnail
24543,Leptoxis picta,Spotted Rocksnail
24544,Leptoxis plicata,Plicate Rocksnail
24545,Leptoxis praerosa,Onyx Rocksnail
24546,Leptoxis showalterii,Coosa Rocksnail
24547,Leptoxis taeniata,Painted Rocksnail
24548,Leptoxis torrefacta,Squat Rocksnail
24549,Leptoxis virgata,Smooth Rocksnail
24550,Leptoxis vittata,Striped Rocksnail
24551,Lepturacanthus pantului,Coromandel Hairtail
24552,Lepus alleni,Antelope Jackrabbit
24553,Lepus americanus,Snowshoe Hare
24554,Lepus arcticus,Arctic Hare
24555,Lepus brachyurus,Japanese Hare
24556,Lepus californicus,Black-tailed Jackrabbit
24557,Lepus callotis,White-sided Jackrabbit
24558,Lepus capensis,Cape Hare
24559,Lepus castroviejoi,Broom Hare
24560,Lepus comus,Yunnan Hare
24561,Lepus coreanus,Korean Hare
24562,Lepus corsicanus,Corsican Hare
24563,Lepus europaeus,European Hare
24564,Lepus fagani,Ethiopian Hare
24565,Lepus flavigularis,Tehuantepec Jackrabbit
24566,Lepus granatensis,Granada Hare
24567,Lepus habessinicus,Abyssinian Hare
24568,Lepus hainanus,Hainan Hare
24569,Lepus insularis,Black Jackrabbit
24570,Lepus mandshuricus,Manchurian Hare
24571,Lepus nigricollis,Indian Hare
24572,Lepus oiostolus,Woolly Hare
24573,Lepus othus,Alaskan Hare
24574,Lepus peguensis,Burmese Hare
24575,Lepus saxatilis,Cape Scrub Hare
24576,Lepus sinensis,Chinese Hare
24577,Lepus starcki,Ethiopian Highland Hare
24578,Lepus tibetanus,Desert Hare
24579,Lepus timidus,Mountain Hare
24580,Lepus tolai,Tolai Hare
24581,Lepus townsendii,White-tailed Jackrabbit
24582,Lepus victoriae,African Savanna Hare
24583,Lepus yarkandensis,Yarkand Hare
24584,Lerista aericeps,Desert Plain Slider
24585,Lerista ameles,Limbless Fine-lined Slider
24586,Lerista apoda,Dampier Land Limbless Slide
24587,Lerista arenicola,Bight Slider
24588,Lerista axillaris,Stripe-sided Robust Slider
24589,Lerista bipes,North-western Sandslider
24590,Lerista borealis,Inland Kimberley Slider
24591,Lerista bougainvillii,South-eastern Slider
24592,Lerista bunglebungle,Bunglebungle Robust Slider
24593,Lerista carpentariae,Carpentaria Fine-lined Slider
24594,Lerista christinae,Bold-striped Slider
24595,Lerista cinerea,Vine-thicket Fine-lined Slider
24596,Lerista colliveri,Nubbinned Fine-lined Slider
24597,Lerista desertorum,Central Deserts Robust Slider
24598,Lerista distinguenda,South-western Orange-tailed Slider
24599,Lerista dorsalis,Southern Slider
24600,Lerista elegans,Elegant Slider
24601,Lerista elongata,Wide-striped Mulch Slider
24602,Lerista emmotti,Noonbah Robust Slider
24603,Lerista flammicauda,Pilbara Flame-tailed Slider
24604,Lerista fragilis,Eastern Mulch-slider
24605,Lerista frosti,Centralian Slider
24606,Lerista gascoynensis,Gascoyne Broad-blazed Slider
24607,Lerista gerrardii,Bold-striped Robust Slide
24608,Lerista greeri,South-eastern Kimberley Sandslider
24609,Lerista griffini,Stout Sandslider
24610,Lerista haroldi,Gnaraloo Mulch-slider
24611,Lerista humphriesi,Taper-tailed West-coast Slider
24612,Lerista ingrami,McIvor River Slider
24613,Lerista ips,Robust Duneslider
24614,Lerista jacksoni,Jackson's Slider
24615,Lerista kalumburu,Kalumburu Slider
24616,Lerista karlschmidti,Lesser Robust Fine-lined Slider
24617,Lerista kendricki,Dark Broad-blazed Slider
24618,Lerista kingi,King's Slider
24619,Lerista labialis,Southern Sandslider
24620,Lerista lineata,Perth Slider
24621,Lerista lineopunctulata,Dotted-line Robust Slider
24622,Lerista macropisthopus,Unpatterned Robust Slider
24623,Lerista micra,Little Slider
24624,Lerista microtis,South-western Slider
24625,Lerista muelleri,Wood Mulch-slider
24626,Lerista neander,Pilbara Robust Slider
24627,Lerista nevinae,Nevin's Slide
24628,Lerista nichollsi,Inland Broad-blazed Slider
24629,Lerista occulta,Carnarvon Slider
24630,Lerista orientalis,North-eastern Orange-tailed Slider
24631,Lerista petersoni,Pale Broad-blazed Slider
24632,Lerista picturata,Southern Robust Slider
24633,Lerista planiventralis,Keeled Slider
24634,Lerista praefrontalis,Yampi Sandslider
24635,Lerista praepedita,Blunt-tailed West-coast Slider
24636,Lerista punctatovittata,Eastern Robust Slider
24637,Lerista puncticauda,Dotty-tailed Robust Slider
24638,Lerista quadrivincula,Four-chained Slider
24639,Lerista robusta,Brad-eyed Sandslider
24640,Lerista rochfordensis,Rochford Slider
24641,Lerista rolfei,Rolfe's Slider
24642,Lerista separanda,Dampierland Plain Slider
24643,Lerista simillima,Fitzroy Sandslider
24644,Lerista speciosa,Pale-striped Mulch-slider
24645,Lerista stictopleura,Spotted Broad-blazed Slider
24646,Lerista storri,Storr's Lerista
24647,Lerista stylis,Arnhem Coast Fine-lined Slider
24648,Lerista taeniata,Ribbon Lerista
24649,Lerista terdigitata,Robust Mulch-slider
24650,Lerista timida,Wood Mulch-slider
24651,Lerista tridactyla,Dark-backed Mulch-slider
24652,Lerista uniduo,Slender Broad-blazed Slider
24653,Lerista varia,Shark Bay Broad-blazed Slider
24654,Lerista vermicularis,Slender Duneslider
24655,Lerista viduata,Ravensthorpe Range Slider
24656,Lerista vittata,Mount Cooper Striped Lerista
24657,Lerista walkeri,Coastal Kimberley Slider
24658,Lerista wilkinsi,Two-toed Fine-lined Slider
24659,Lerista xanthura,Yellow-tailed Plain Slider
24660,Lerista yuna,Yuna Broad-blazed Slider
24661,Lerista zonulata,North-eastern Orange-tailed Slider
24662,Lerwa lerwa,Snow Partridge
24663,Lesbia nuna,Green-tailed Trainbearer
24664,Lesbia victoriae,Black-tailed Trainbearer
24665,Lespedeza maritima,Haebyeonssari
24666,Lessonia oreas,Andean Negrito
24667,Lessonia rufa,Austral Negrito
24668,Lestes alacer,Plateau Spreadwing
24669,Lestes amicus,Yellow-winged Spreadwing
24670,Lestes australis,Southern Spreadwing
24671,Lestes barbarus,Southern Emerald Damselfly
24672,Lestes concinnus,Dusky Spreadwing
24673,Lestes congener,Spotted Spreadwing
24674,Lestes disjunctus,Northern Spreadwing
24675,Lestes dissimulans,Cryptic Spreadwing
24676,Lestes dryas,Emerald Spreadwing
24677,Lestes elatus,Emerald Spreadwing
24678,Lestes eurinus,Amber-winged Spreadwing
24679,Lestes forcipatus,Sweetflag Spreadwing
24680,Lestes forficula,Rainpool Spreadwing
24681,Lestes ictericus,Tawny Spreadwing
24682,Lestes inaequalis,Elegant Spreadwing
24683,Lestes numidicus,Algerian Spreadwing
24684,Lestes ochraceus,Ochre Spreadwing
24685,Lestes plagiatus,Highland Spreadwing
24686,Lestes rectangularis,Slender Spreadwing
24687,Lestes sigma,Chalky Spreadwing
24688,Lestes sponsa,Common Spreadwing
24689,Lestes spumarius,Antillean Spreadwing
24690,Lestes stultus,Black Spreadwing
24691,Lestes tenuatus,Blue-striped Spreadwing
24692,Lestes tridens,Spotted Spreadwing
24693,Lestes uncifer,Sickle Spreadwing
24694,Lestes unguiculatus,Lyre-tipped Spreadwing
24695,Lestes vidua,Carolina Spreadwing
24696,Lestes vigilax,Swamp Spreadwing
24697,Lestes virens,Small Emerald Spreadwing
24698,Lestes virgatus,Smoky Spreadwing
24699,Lestidiops affinis,Barracudina
24700,Lestidiops extrema,Extreme Barracudina
24701,Lestidiops indopacifica,Indo-Pacific Barracudina
24702,Lestidiops jayakari,Pacific Barracudina
24703,Lestidiops luetkeni,Luetken's Eyespot Barracudina
24704,Lestidiops mirabilis,Strange Pike Smelt
24705,Lestidiops neles,Eastern Pacific Barracudina
24706,Lestidiops pacificus,Pacific Barracudina
24707,Lestidiops sphyraenopsis,California Barracudina
24708,Lestidium bigelowi,Bigelow's Barracudina
24709,Lestidium nudum,Naked Barracudina
24710,Lestidium prolixum,Japanese Naked Barracudina
24711,Lestinogomphus angustus,Spined Fairytail
24712,Lestinogomphus calcaratus,Spurred Fairytail
24713,Lestinogomphus nefrens,Small-toothed Fairytail
24714,Lestinogomphus obtusus,Blunt-toothed Fairytail
24715,Lestinogomphus venustus,Lovely Fairytail
24716,Lestodelphys halli,Patagonian Opossum
24717,Lestoidea barbarae,Large Bluestreak
24718,Lestoidea brevicauda,Short-tipped Bluestreak
24719,Lestoidea conjuncta,Common Bluestreak
24720,Lestoidea lewisiana,Mount Lewis Bluestreak
24721,Lestoros inca,Incan Shrew Opossum
24722,Lestrolepis japonica,Japanese Eyespot Barracudina
24723,Lestrolepis luxiocula,Eye-light Eyespot Barracudina
24724,Lestrolepis pofi,Kiritimati Eyespot Barracudina
24725,Lesueurigobius friesii,Frie's Goby
24726,Lesueurigobius sanzi,Sanzo's Goby
24727,Letestua durissima,Congotali
24728,Letharchus velifer,American Sailfin Eel
24729,Lethariella togashii,Nayonayosagari-goke
24730,Lethenteron alaskense,Alaskan Brook Lamprey
24731,Lethenteron appendix,American Brook Lamprey
24732,Lethenteron camtschaticum,Arctic Lamprey
